timestamp,vm_id,environment,cpu_usage_percent,expected_cpu_percent,memory_usage_percent,disk_io_read_mb,disk_io_write_mb,network_in_mb,network_out_mb,sla_latency_ms,hourly_cost_usd,is_off_hours,is_weekend
02-01-2024 20:00,vm_44,dev,71.41,68.01,46.49,364.59,324.05,253.52,243.6,312.69,1.826,TRUE,FALSE
02-01-2024 21:00,vm_45,staging,68.41,70.35,12.4,52.29,264.26,202.52,213.04,320.97,1.898,TRUE,FALSE
02-01-2024 22:00,vm_46,dev,43.05,44.23,41.78,201.03,68.77,254.93,108.82,172.07,0.14,TRUE,FALSE
02-01-2024 23:00,vm_47,qa,36.19,60.25,55.71,491.7,203.21,42.43,211.16,419.53,1.015,TRUE,FALSE
03-01-2024 00:00,vm_48,qa,40.79,72.59,86.25,405.19,163.02,10.2,267.91,362.31,1.946,TRUE,FALSE
03-01-2024 01:00,vm_49,dev,28.78,77.45,51.34,84.17,225.57,280.38,7.52,231.22,2.267,TRUE,FALSE
03-01-2024 02:00,vm_50,prod,23.48,60.54,75.53,142.49,392.3,45.17,151.08,145.22,1.525,TRUE,FALSE
03-01-2024 03:00,vm_51,staging,48.47,78.01,53.77,168.26,350.26,243.09,61.82,262.77,0.178,TRUE,FALSE
03-01-2024 04:00,vm_52,prod,29.17,61.43,13.26,326.93,42.38,247.14,156.65,416.77,1.022,TRUE,FALSE
03-01-2024 05:00,vm_53,prod,30.87,55.77,35.2,379.71,401.19,212.9,131.14,65.5,0.232,TRUE,FALSE
03-01-2024 06:00,vm_54,qa,64.11,73.93,56.04,376.02,214.94,40.25,161.64,139.92,1.884,TRUE,FALSE
03-01-2024 07:00,vm_55,prod,92.17,59.72,86.05,257.39,336.02,200.55,154.72,759.17,0.206,TRUE,FALSE
03-01-2024 08:00,vm_56,dev,59.33,58.88,78.73,406.36,67.32,266.84,268.87,443.43,0.505,TRUE,FALSE
03-01-2024 09:00,vm_57,dev,11.93,59.61,28.27,221.35,303.47,128.23,155.06,69.49,1.072,FALSE,FALSE
03-01-2024 10:00,vm_58,dev,11.8,73.87,27.61,66.32,110.17,124.64,237.1,560.61,1.183,FALSE,FALSE
03-01-2024 11:00,vm_59,dev,90.63,73.28,26.09,284.4,200.08,133.41,90.23,68.21,1.046,FALSE,FALSE
03-01-2024 12:00,vm_60,qa,31.76,56.14,83.8,476.39,12.5,25.6,123.23,596.32,1.185,FALSE,FALSE
03-01-2024 13:00,vm_61,dev,13.29,53.33,78.21,397.53,72.47,267.72,132.25,604.97,1.797,FALSE,FALSE
03-01-2024 14:00,vm_62,prod,58.91,59.68,71.99,291.46,45.98,260.89,78.77,527.84,0.955,FALSE,FALSE
03-01-2024 15:00,vm_63,qa,61.13,62.91,41.42,325.17,111.69,299.37,106.96,591.12,1.392,FALSE,FALSE
03-01-2024 16:00,vm_64,dev,63.37,49.53,50.35,465.63,49.51,175.97,167.99,88.61,0.793,FALSE,FALSE
03-01-2024 17:00,vm_65,qa,29.07,71.76,47.15,217.03,312.9,225.61,162.87,586.89,0.916,FALSE,FALSE
03-01-2024 18:00,vm_66,dev,6.36,59.46,30.27,169.04,17.92,61.6,178.57,126.62,1.554,FALSE,FALSE
03-01-2024 19:00,vm_67,prod,91.85,53.36,50.4,488.73,279.89,200.59,99.16,284.81,1.252,TRUE,FALSE
03-01-2024 20:00,vm_68,dev,27.58,44.27,12.44,432.4,67.61,195.27,89.12,755.34,1.821,TRUE,FALSE
03-01-2024 21:00,vm_69,prod,65.84,49.55,20.54,164.91,425.6,270.46,171.64,412.24,1.423,TRUE,FALSE
03-01-2024 22:00,vm_70,staging,68.6,77.97,80.93,234.57,420.23,249.41,38.07,774.59,2.019,TRUE,FALSE
03-01-2024 23:00,vm_71,dev,59.9,52.2,70.13,210.46,105.35,281.6,71.6,89.36,1.136,TRUE,FALSE
04-01-2024 00:00,vm_72,dev,33.16,46.75,43.83,78.8,278.42,260.78,12.75,392.49,1.253,TRUE,FALSE
04-01-2024 01:00,vm_73,prod,29.4,58.43,51.37,479.12,17.46,260.74,21.26,68.67,1.691,TRUE,FALSE
04-01-2024 02:00,vm_74,staging,58.79,52.28,39.6,205.13,419.65,20.05,68.9,511.56,0.592,TRUE,FALSE
04-01-2024 03:00,vm_75,staging,82.95,41.41,69.26,438.29,237.73,253.94,6.45,81.39,0.996,TRUE,FALSE
04-01-2024 04:00,vm_76,staging,90.21,52.93,72.73,98.73,24.23,182.64,69.47,156.79,1.581,TRUE,FALSE
04-01-2024 05:00,vm_77,dev,14.53,61.76,71.06,276.2,157.41,114.75,183.74,221.89,0.121,TRUE,FALSE
04-01-2024 06:00,vm_78,qa,18.93,62.07,67.81,16.86,39.2,17.9,18.05,604.02,1.121,TRUE,FALSE
04-01-2024 07:00,vm_79,dev,90.03,54.26,26.36,383.29,179.86,203.62,122.85,147.89,1.517,TRUE,FALSE
04-01-2024 08:00,vm_80,prod,71.29,57.89,37.04,292.55,303.12,99.13,255.76,680.37,2.42,TRUE,FALSE
04-01-2024 09:00,vm_81,staging,84.47,78.62,47.59,314.67,214.1,140.87,221.77,122.89,2.199,FALSE,FALSE
04-01-2024 10:00,vm_82,dev,23.24,55.09,36.46,30.6,175.76,204.84,86.22,47.49,0.738,FALSE,FALSE
04-01-2024 11:00,vm_83,dev,57.88,50.33,70.4,109.46,58.02,273.62,259.02,328.14,1.293,FALSE,FALSE
04-01-2024 12:00,vm_84,dev,68.1,49.74,36.35,41.79,114,247.81,92.97,783.96,0.188,FALSE,FALSE
04-01-2024 13:00,vm_85,dev,66.21,58.31,21.06,148.01,49.56,135.73,21.23,106.07,0.64,FALSE,FALSE
04-01-2024 14:00,vm_86,staging,41.73,70.38,41.92,315.58,364.34,116.95,278.34,99.34,1.948,FALSE,FALSE
04-01-2024 15:00,vm_87,staging,6.39,48.24,88.39,285.26,65.18,72.69,243.74,605.91,0.352,FALSE,FALSE
04-01-2024 16:00,vm_88,prod,57.46,68.37,28.07,308.01,269.94,112.36,131,263.49,0.681,FALSE,FALSE
04-01-2024 17:00,vm_89,qa,27.78,40.85,58.97,276.88,157.52,34.2,186.92,579.48,2.363,FALSE,FALSE
04-01-2024 18:00,vm_90,dev,45.52,56.76,44.64,140.15,105.56,291.36,188.27,176.01,2.068,FALSE,FALSE
04-01-2024 19:00,vm_91,staging,91.18,71.03,15.68,126.03,289.56,172.6,55.26,378.86,1.965,TRUE,FALSE
04-01-2024 20:00,vm_92,staging,40.91,53.55,49.03,72.84,208.37,39.21,56.81,226.93,2.168,TRUE,FALSE
04-01-2024 21:00,vm_93,qa,80.58,62.55,66.17,425.29,183.06,106.49,132.01,372.19,1.887,TRUE,FALSE
04-01-2024 22:00,vm_94,staging,21.97,48.2,51.06,310.16,268.82,164.56,255.33,619.9,0.345,TRUE,FALSE
04-01-2024 23:00,vm_95,qa,65.52,69.68,79.77,97.32,223.61,160.33,3.79,614.37,1.316,TRUE,FALSE
05-01-2024 00:00,vm_96,qa,92.93,42.09,33.11,92.72,140.05,11.62,219.32,422.3,1.138,TRUE,FALSE
05-01-2024 01:00,vm_97,qa,14.17,74.1,16.9,437.15,253.78,285.3,17.05,744.13,0.812,TRUE,FALSE
05-01-2024 02:00,vm_98,dev,5.75,47.93,84.93,372.65,302.93,83.34,134.42,225.75,2.093,TRUE,FALSE
05-01-2024 03:00,vm_99,dev,44.02,74.98,40.26,331.4,16.88,5.84,178.97,207.44,1.187,TRUE,FALSE
05-01-2024 04:00,vm_100,dev,13.34,54.1,56.11,206.4,212.31,23.86,192.61,498.77,0.198,TRUE,FALSE
05-01-2024 05:00,vm_101,staging,72.35,68.91,73.36,134.68,30.67,174.48,17.32,504.61,0.724,TRUE,FALSE
05-01-2024 06:00,vm_102,dev,87.31,52.77,35.95,489.83,87.95,42.2,117.79,56.3,0.61,TRUE,FALSE
05-01-2024 07:00,vm_103,qa,44.06,76.24,67.29,399.63,254.43,13.48,163.89,494.07,2.224,TRUE,FALSE
05-01-2024 08:00,vm_104,prod,28.28,45.07,20.83,154.38,390.45,114.51,19.43,312.06,1.636,TRUE,FALSE
05-01-2024 09:00,vm_105,dev,44.1,47.14,33.3,424.54,397.85,187.21,38.69,603.01,1.423,FALSE,FALSE
05-01-2024 10:00,vm_106,qa,70.11,59.72,21.58,380.67,36.13,34.44,186.16,650.32,1.291,FALSE,FALSE
05-01-2024 11:00,vm_107,staging,5.81,43.28,74.9,152.05,191.5,94.69,146.54,450.68,1.643,FALSE,FALSE
05-01-2024 12:00,vm_108,dev,58.05,47.84,27.81,216.14,264.44,125.91,46.15,21.33,1.899,FALSE,FALSE
05-01-2024 13:00,vm_109,dev,60.2,77.75,67.39,97.05,70.45,48.68,150.33,516.37,1.408,FALSE,FALSE
05-01-2024 14:00,vm_110,dev,62.39,79.06,85.46,59.97,345.62,152.32,255.64,604.13,2.349,FALSE,FALSE
05-01-2024 15:00,vm_111,dev,26.78,55.05,52.22,362.77,336.18,26.48,5.35,214.21,2.443,FALSE,FALSE
05-01-2024 16:00,vm_112,prod,69.26,76.93,53.2,137.42,406.99,14.91,180.29,382.42,2.489,FALSE,FALSE
05-01-2024 17:00,vm_113,prod,13.23,61.79,46.88,410.93,8.78,156.43,21.55,773.27,1.69,FALSE,FALSE
05-01-2024 18:00,vm_114,staging,22.93,50.79,36.07,497.83,101.42,75.12,2.8,252.53,2.335,FALSE,FALSE
05-01-2024 19:00,vm_115,prod,83.97,68.1,48.05,42.93,373.1,29.52,43.03,194.06,1.041,TRUE,FALSE
05-01-2024 20:00,vm_116,prod,71.49,66.36,58.22,239.15,303.41,127.75,118.99,184.47,2.156,TRUE,FALSE
05-01-2024 21:00,vm_117,dev,6.24,79.57,88.88,402.02,403,274.63,224.85,455.86,2.277,TRUE,FALSE
05-01-2024 22:00,vm_118,prod,27.35,50.6,85.02,395.53,30.44,217.53,79.62,760.83,2.265,TRUE,FALSE
05-01-2024 23:00,vm_119,qa,24.3,66.88,78.97,381.2,270.65,244.87,175.56,494.78,2.086,TRUE,FALSE
06-01-2024 00:00,vm_0,prod,29.37,42.08,81.13,177.75,258.23,261.7,115.71,256.59,1.046,TRUE,TRUE
06-01-2024 01:00,vm_1,prod,27.28,44.55,47.43,229.66,20.88,291.82,66.38,518.08,0.439,TRUE,TRUE
06-01-2024 02:00,vm_2,dev,10.63,40.16,62.6,299.51,233.52,229.21,144.47,507.38,0.868,TRUE,TRUE
06-01-2024 03:00,vm_3,dev,46.3,79.98,81.61,487.1,276.24,182.91,223.49,485.6,1.93,TRUE,TRUE
06-01-2024 04:00,vm_4,dev,70.95,72.09,41.44,167.14,90.13,110.26,233.27,144.35,0.621,TRUE,TRUE
06-01-2024 05:00,vm_5,qa,59.61,71.47,86.94,461.96,126.63,55.31,237.18,514.96,1.222,TRUE,TRUE
06-01-2024 06:00,vm_6,prod,65.56,60.39,43.26,138.33,289.95,206.31,95.46,355.53,1.435,TRUE,TRUE
06-01-2024 07:00,vm_7,prod,12.3,52,58.09,494.59,213.39,298.49,222.37,34.5,1.529,TRUE,TRUE
06-01-2024 08:00,vm_8,dev,90.63,46.05,66.78,336.78,386.82,140.74,60.2,441.02,2.343,TRUE,TRUE
06-01-2024 09:00,vm_9,qa,80.46,51.39,86.05,234.44,157.36,217.38,207.02,791.63,1.671,FALSE,TRUE
06-01-2024 10:00,vm_10,qa,77.46,55.04,29.57,308.63,123.66,149.03,265.6,292.8,1.976,FALSE,TRUE
06-01-2024 11:00,vm_11,dev,79.07,70.25,69.69,139.9,443.27,130.15,4.83,773.14,1.476,FALSE,TRUE
06-01-2024 12:00,vm_12,dev,88.94,61.59,51.67,140.72,410.46,123.68,123.86,95.04,2.092,FALSE,TRUE
06-01-2024 13:00,vm_13,dev,53.98,43.1,31.48,61.21,17.9,151.88,181.73,591.31,0.696,FALSE,TRUE
06-01-2024 14:00,vm_14,prod,23.03,40.72,72.13,61.45,347.97,110.7,196.8,109.18,0.564,FALSE,TRUE
06-01-2024 15:00,vm_15,dev,60.51,44.09,54.18,177.1,54.1,224.88,50.13,233.39,2.319,FALSE,TRUE
06-01-2024 16:00,vm_16,qa,71.86,56.42,62.88,382.61,17.23,262.41,272.24,465.26,1.749,FALSE,TRUE
06-01-2024 17:00,vm_17,staging,71.41,77.33,35.83,305.95,126.79,264.98,172.66,482.37,1.695,FALSE,TRUE
06-01-2024 18:00,vm_18,qa,51.93,65.5,48.5,55.78,124.86,69.08,46.85,624.66,1.195,FALSE,TRUE
06-01-2024 19:00,vm_19,prod,11.16,72.07,59.39,426.86,369.6,268.88,6.73,499.94,0.973,TRUE,TRUE
06-01-2024 20:00,vm_20,prod,38.4,58.65,42.39,302.68,321.25,103.12,219.53,483.02,1.411,TRUE,TRUE
06-01-2024 21:00,vm_21,dev,87.87,54.47,25.87,480.62,441.82,93.48,23.24,731.64,0.345,TRUE,TRUE
06-01-2024 22:00,vm_22,qa,57.6,44.34,86.93,336.74,321.62,218.3,40.35,372.69,1.164,TRUE,TRUE
06-01-2024 23:00,vm_23,dev,53.45,75.04,50.92,91.71,191.12,92.1,161.38,195.71,1.166,TRUE,TRUE
07-01-2024 00:00,vm_24,dev,29.2,71.33,68.71,239.52,316.02,16.84,169.38,146.2,1.369,TRUE,TRUE
07-01-2024 01:00,vm_25,dev,38.16,46.72,42.88,326.01,449.76,112.71,192.64,332,1.605,TRUE,TRUE
07-01-2024 02:00,vm_26,staging,85.58,60.49,38.41,18.99,321.01,216.72,110.79,575.95,2.395,TRUE,TRUE
07-01-2024 03:00,vm_27,qa,64.98,59.49,42.57,12.38,343.95,98.76,216.92,53.18,1.648,TRUE,TRUE
07-01-2024 04:00,vm_28,dev,75.86,65,42.74,69.05,422.57,189.24,272.85,120.66,2.215,TRUE,TRUE
07-01-2024 05:00,vm_29,dev,45.89,77.85,53.53,129.57,55.57,198.38,76.64,102.77,1.413,TRUE,TRUE
07-01-2024 06:00,vm_30,prod,61.72,63.19,53.48,217.63,318.63,220.39,197.14,476.5,1.586,TRUE,TRUE
07-01-2024 07:00,vm_31,dev,27.35,61.61,49.77,246.28,383.61,269.24,260.04,209.43,0.221,TRUE,TRUE
07-01-2024 08:00,vm_32,dev,68.49,42.01,20.78,73.32,429.7,130.34,192.47,149.68,0.376,TRUE,TRUE
07-01-2024 09:00,vm_33,qa,43.48,42.52,49.69,338.33,98.88,50.76,191.03,482.36,1.47,FALSE,TRUE
07-01-2024 10:00,vm_34,prod,44.83,47.49,23.53,300.09,229.25,96.36,63.43,613.82,1.019,FALSE,TRUE
07-01-2024 11:00,vm_35,dev,63.44,41.3,20.09,150.76,307.85,130.22,150.3,279.08,2.007,FALSE,TRUE
07-01-2024 12:00,vm_36,staging,89.27,69.73,84.61,11.76,115.12,214.45,157.94,471,1.381,FALSE,TRUE
07-01-2024 13:00,vm_37,staging,10.76,68.93,58.4,43.44,272.21,4.92,196.34,96.54,2.212,FALSE,TRUE
07-01-2024 14:00,vm_38,dev,79.23,45.44,62.76,198.89,119.62,95.42,279.11,749.45,2.432,FALSE,TRUE
07-01-2024 15:00,vm_39,staging,31.31,73.44,42.14,81.22,153.39,234.17,10.39,282.78,0.412,FALSE,TRUE
07-01-2024 16:00,vm_40,qa,44.95,46.19,82.72,191.53,201.48,201.59,19.2,798.05,1.017,FALSE,TRUE
07-01-2024 17:00,vm_41,staging,6.97,52.05,61.03,315.95,240.49,219.79,22.75,783.3,1.679,FALSE,TRUE
07-01-2024 18:00,vm_42,staging,32.09,49.96,71.53,275.88,204.97,243.73,208.29,627.48,0.798,FALSE,TRUE
07-01-2024 19:00,vm_43,qa,50.24,54.89,39.48,119.43,224.47,235.19,39.04,35.65,0.704,TRUE,TRUE
07-01-2024 20:00,vm_44,dev,10.06,50.19,86.8,175.19,137.87,204.97,174.66,443.91,2.044,TRUE,TRUE
07-01-2024 21:00,vm_45,prod,49.2,59.56,75.64,308.95,75.74,132.46,91.58,87.73,2.452,TRUE,TRUE
07-01-2024 22:00,vm_46,dev,88.44,56.3,78.32,431.12,26.07,295.1,128.59,718.21,1.946,TRUE,TRUE
07-01-2024 23:00,vm_47,dev,14.49,79.46,23.78,377.84,92.21,171.15,61.17,635.92,1.333,TRUE,TRUE
08-01-2024 00:00,vm_48,dev,73.8,42.24,31.68,278.93,263.96,61.63,242.64,778.43,1.134,TRUE,FALSE
08-01-2024 01:00,vm_49,qa,41.87,45.69,32.85,184.34,354.82,88.55,164.54,494.54,1.372,TRUE,FALSE
08-01-2024 02:00,vm_50,staging,63.97,42.11,31.67,185.7,80.32,208.38,264.53,427.29,1.184,TRUE,FALSE
08-01-2024 03:00,vm_51,dev,28.42,65.03,78.43,440.31,53.31,277.5,161.31,424.8,1.282,TRUE,FALSE
08-01-2024 04:00,vm_52,qa,19.35,42.18,12.55,24.43,338.43,54.44,35.57,321.43,0.548,TRUE,FALSE
08-01-2024 05:00,vm_53,dev,19.44,73.46,16.09,494.05,140.8,25.62,48.67,385.58,2.264,TRUE,FALSE
08-01-2024 06:00,vm_54,staging,11.34,60.48,31.91,333.87,428.42,264.58,276.95,515.62,1.899,TRUE,FALSE
08-01-2024 07:00,vm_55,dev,21.71,61.08,25.99,342.16,322.87,274.67,203.43,747.7,1.718,TRUE,FALSE
08-01-2024 08:00,vm_56,staging,64.78,62.46,28.55,23.81,150.41,83.64,14.75,484.79,2.377,TRUE,FALSE
08-01-2024 09:00,vm_57,qa,84.35,46.83,73.84,304.74,133.85,113.81,197.35,688.55,0.747,FALSE,FALSE
08-01-2024 10:00,vm_58,prod,78.27,47.91,55.05,244.97,238.05,198.4,116,692.97,0.249,FALSE,FALSE
08-01-2024 11:00,vm_59,dev,66.66,52.75,10.46,57.36,40.22,99.65,86.71,424.69,2.074,FALSE,FALSE
08-01-2024 12:00,vm_60,dev,14.94,63.74,44.35,142.57,57.37,263.27,43.98,291.03,2.496,FALSE,FALSE
08-01-2024 13:00,vm_61,dev,31.03,48.4,42.63,445.71,83.26,33.17,235.33,518.87,1.467,FALSE,FALSE
08-01-2024 14:00,vm_62,prod,32.88,44.65,19.12,277.24,349.75,12.36,18.81,367.78,0.194,FALSE,FALSE
08-01-2024 15:00,vm_63,prod,27.5,78.8,64.09,209.64,233.67,63.34,81.86,83.52,1.962,FALSE,FALSE
08-01-2024 16:00,vm_64,dev,51.35,40.88,66.17,40.98,9.7,86.54,86.48,314.69,0.231,FALSE,FALSE
08-01-2024 17:00,vm_65,staging,53.2,72.11,67.67,358.49,304.71,34.77,45.89,795.38,1.373,FALSE,FALSE
08-01-2024 18:00,vm_66,prod,37.12,71.52,68.28,352.91,193.54,20.64,142.78,57.84,0.73,FALSE,FALSE
08-01-2024 19:00,vm_67,qa,36.84,51.89,10,308.95,232.33,226.93,4.27,563.4,2.292,TRUE,FALSE
08-01-2024 20:00,vm_68,qa,79.57,45.43,86.31,257.58,100.28,50.12,84.97,676.13,1.156,TRUE,FALSE
08-01-2024 21:00,vm_69,dev,76.04,45.83,75.14,219.72,250.54,274.26,261.48,526.01,2.251,TRUE,FALSE
08-01-2024 22:00,vm_70,dev,32.7,67.9,82.32,298.67,440.72,111.03,87.64,464.4,0.783,TRUE,FALSE
08-01-2024 23:00,vm_71,prod,87.24,65.71,11.25,120.53,37.68,201.51,101.57,571.89,0.999,TRUE,FALSE
09-01-2024 00:00,vm_72,prod,90.75,71.31,84.71,470.92,131.34,68.4,133.01,354.89,2.37,TRUE,FALSE
09-01-2024 01:00,vm_73,staging,34.41,77.5,74.78,296.45,113.13,72.86,157.71,91.26,0.543,TRUE,FALSE
09-01-2024 02:00,vm_74,dev,36.9,67.68,76.98,159.04,115.6,172.84,226.63,770.65,1.467,TRUE,FALSE
09-01-2024 03:00,vm_75,dev,50.51,46.23,17.46,227.59,173.52,168.63,54.1,357.19,1.002,TRUE,FALSE
09-01-2024 04:00,vm_76,staging,89.7,49.74,69.1,403.81,369.06,230.85,244.22,539,1.947,TRUE,FALSE
09-01-2024 05:00,vm_77,prod,83.87,73.69,86.79,85,411.22,227.59,212.36,434.42,0.367,TRUE,FALSE
09-01-2024 06:00,vm_78,prod,14.23,48.37,64.28,149.95,94.99,201.54,202.62,62.64,1.121,TRUE,FALSE
09-01-2024 07:00,vm_79,staging,40.35,42.9,55.64,341.36,246.61,135.29,25.22,763.14,1.762,TRUE,FALSE
09-01-2024 08:00,vm_80,staging,54.8,68.13,85.65,161.17,288.42,267.3,7.04,638.18,1.047,TRUE,FALSE
09-01-2024 09:00,vm_81,dev,50.28,56.1,45.43,397.29,237.21,187.15,166.73,136.3,0.193,FALSE,FALSE
09-01-2024 10:00,vm_82,dev,22.45,76.8,57.94,69.57,198.16,297.07,241.81,785.69,1.778,FALSE,FALSE
09-01-2024 11:00,vm_83,prod,82.29,66.01,48.11,382.53,90.43,245.99,164.06,594.78,1.283,FALSE,FALSE
09-01-2024 12:00,vm_84,staging,65.92,43.62,84.63,38.83,222.26,14.25,60.49,388.41,0.078,FALSE,FALSE
09-01-2024 13:00,vm_85,dev,80.41,77.91,16.09,11.23,183.54,96.86,26.26,496.87,1.551,FALSE,FALSE
09-01-2024 14:00,vm_86,dev,82.29,50.34,50.09,449.62,359.03,171.99,196.19,103.25,2.304,FALSE,FALSE
09-01-2024 15:00,vm_87,staging,72.35,53.49,64.96,292.76,344.8,216.72,202.37,457.12,0.322,FALSE,FALSE
09-01-2024 16:00,vm_88,dev,44.53,56.09,73.35,179.15,64.63,165.55,49.14,77.46,1.497,FALSE,FALSE
09-01-2024 17:00,vm_89,dev,59.95,42.05,56.64,120.13,44.39,236.05,8.87,444.99,1.835,FALSE,FALSE
09-01-2024 18:00,vm_90,qa,19.43,59.86,82.71,310.36,409.13,85.51,114.91,451.1,0.223,FALSE,FALSE
09-01-2024 19:00,vm_91,staging,65.63,44.93,85.36,256.96,243.3,55.99,163.58,702.06,0.105,TRUE,FALSE
